country_id,country_name,date,Coverage,K-12 School Closure,Non-essential Businesses Closure,Gathering Limitations,Banning Gatherings of a Certain Size,Public information campaigns,Shelter-in-place Order,Close public transport,Travel Restrictions,State of Emergency Declaration,Note
CHL,Chile,03-16-2020,General,,recommend closing (or work from home),,,,,,,,Chilean government announces that Chile has entered phase 4 of COVID response. President asks federal department heads to establish teleworking mesures. https://web.archive.org/web/2020331185329/https://www.gob.cl/noticias/chile-ingresa-fase-4-por-coronavirus-y-presidente-anuncia-cierre-de-fronteras-y-asegura-cadena-de-abastecimiento/
CHL,Chile,03-21-2020,General,,require closing (or work from home) for some sectors or categories of workers,,,,,,,,"As of march 21st, several sectors of the economy that might ""gather the public"" are closed. https://web.archive.org/web/2020507082208/https://www.gob.cl/coronavirus/plandeaccion/ "
CHL,Chile,03-16-2020,Targeted,,,Require cancelling,,,,,,,"Per order N° 180 issued by the Ministry of Health, all gatherings and public events of more than 200 individuals are cancelled (see article 2)  https://web.archive.org/web/2020507084950/https://www.leychile.cl/Navegar?idNorma=1143498 "
CHL,Chile,03-25-2020,General,,,Require cancelling,,,,,,,"By order number 203, published march 25th, the ministry of health canceled all public events (see article 27).     https://web.archive.org/web/2020507055139/https://cdn.digital.gob.cl/filer_public/9b/62/9b62e0da-0676-4ff0-a96b-3d42342b6c1c/do_2_1744907.pdf"
CHL,Chile,01-01-2020,,,,,No restrictions,,,,,,
CHL,Chile,03-16-2020,General,,,,Restrictions on gatherings between 100-1000 people,,,,,,"Per order N° 180 issued by the Ministry of Health, all gatherings and public events of more than 200 individuals are cancelled (see article 2)  https://web.archive.org/web/2020507084950/https://www.leychile.cl/Navegar?idNorma=1143498 "
CHL,Chile,03-25-2020,General,,,,Restrictions on gatherings between 10-100 people,,,,,,"By order number 203, published march 25th, the ministry of health baned all public gatherings of more than 50 people. (see article 24).     https://web.archive.org/web/2020507055139/https://cdn.digital.gob.cl/filer_public/9b/62/9b62e0da-0676-4ff0-a96b-3d42342b6c1c/do_2_1744907.pdf"
CHL,Chile,03-22-2020,,,,,,Require closing (or prohibit most citizens from using it),,,,,
CHL,Chile,03-25-2020,General,,,,,,require not leaving house with exceptions for daily exercise/ grocery shopping/ and ‘essential’ trips,,,,"By order number 203, published march 25th, the ministry of health required all individuals to stay at home from 22:00 to 05:00 (see article 1). Furthermore, there is a total confinement order for individuals older than 80yo (see article 2). https://web.archive.org/web/2020507055139/https://cdn.digital.gob.cl/filer_public/9b/62/9b62e0da-0676-4ff0-a96b-3d42342b6c1c/do_2_1744907.pdf ***///*** Targeted quarantines are also in place. A list of the targeted areas as of 7/5 can be found here https://web.archive.org/web/2020507061325/https://www.gob.cl/coronavirus/plandeaccion/ "
CHL,Chile,03-25-2020,Targeted,,,,,,,Require closing (or prohibit most people from using it),,,"By order number 203, published march 25th, the ministry of health required all individuals to stay at home from 22:00 to 05:00 (see article 1). There is a total confinement order for individuals older than 80yo (see article 2). Individuals that need to move internally will need a ""salvoconducto"" (see third link)  https://web.archive.org/web/2020507055139/https://cdn.digital.gob.cl/filer_public/9b/62/9b62e0da-0676-4ff0-a96b-3d42342b6c1c/do_2_1744907.pdf ***///*** Targeted quarantines are also in place. A list of the targeted areas as of 7/5 can be found here https://web.archive.org/web/2020507061325/https://www.gob.cl/coronavirus/plandeaccion/ ***///*** instructions to adquire permission for internal movement can be found here https://web.archive.org/web/2020507084123/https://cdn.digital.gob.cl/filer_public/4e/e7/4ee75fd1-5eef-4bb1-befc-8ea11fd38c7f/instructivo_salvoconducto.pdf"
CHL,Chile,03-18-2020,,,,,,,,,Ban on high-risk regions,,"Travel ban on all foreigners into the country, some exceptions apply i.e. for residents / citizens who have to quarantine themselves if they come from high-risk countries. Goods continue to cross borders. https://web.archive.org/web/2020326140228/https://www.gob.cl/coronavirus/"
CHL,Chile,04-18-2020,,,,,,,,,Total border closure,,"The closure of land, maritime borders and areas of our country for the transit of foreign people was decreed as of March 18. https://web.archive.org/web/2020403060015/https://www.gob.cl/coronavirus/plandeaccion/"
CHN,China,01-26-2020,General,Require closing all levels,,,,,,,,,http://www.xinhuanet.com/politics/2020-01/27/c_1125504548.htm?spm=zm5056-001.0.0.1.A6uMqd
CHN,China,03-16-2020,Targeted,Require closing all levels,,,,,,,,,"""Over 1.5 million students in their final year of senior and junior high schools in China's Guizhou Province and Xinjiang Uygur Autonomous Region returned to school Monday, as the coronavirus spread has been basically curbed.    Over 2,400 high schools in southwest China's Guizhou reopened, involving more than 990,000 students, the provincial education department said."" https://web.archive.org/web/2020317021256/http://www.china.org.cn/china/2020-03/17/content_75823811.htm    Schools set to open 7th April.  https://web.archive.org/web/2020403113926/https://www.globaltimes.cn/content/1184165.shtml"
CHN,China,01-26-2020,General,,require closing (or work from home) all-butessential workplaces,,,,,,,,The State Council announced that the Spring Festival holiday would be extended to 2 Feburary.  Source: http://www.xinhuanet.com/politics/2020-01/27/c_1125504548.htm?spm=zm5056-001.0.0.1.A6uMqd
CHN,China,02-10-2020,Targeted,,require closing (or work from home) all-butessential workplaces,,,,,,,,"Workplace shall not resume operation before midnight of 9 February in most provinces including Beijing, Guangdong, Jiangsu, Zhejiang, Shanghai, Ningxia, Shangdong, Shanxi, Inner Mongolia, Anhui, Yunnan, Heilongjiang, Liaoning, Hebei, Henan, Hunan, Jiangxi, Guangxi, Hainan, Fujian, Chongqing, Guizhou.   Resumption of individual workplace can be subject to further local approval.    Source: http://www.beijing.gov.cn/zhengce/zhengcefagui/20201/t2020131_1622070.html?from=singlemessage ; http://www.gov.cn/xinwen/2020-01/29/content_5472946.htm ; http://www.gd.gov.cn/gdywdt/gdyw/content/post_2879851.html ; http://www.jiangsu.gov.cn/art/2020/1/29/art_60095_8957083.html ; http://www.zj.gov.cn/art/2020/1/27/art_1554467_41858317.html ; http://www.gov.cn/xinwen/2020-02/02/content_5473879.htm ; https://www.sohu.com/a/375224930_213270"
CHN,China,04-03-2020,Targeted,,require closing (or work from home) for some sectors or categories of workers,,,,,,,,"""In accordance with the needs of resumption of production, resumption of production and resumption of market, each district can make appropriate adjustments to the sites that used physical isolation during the period when the community was closed."" https://web.archive.org/web/2020407223314/http://www.wh.gov.cn/hbgovinfo/zwgk_8265/tzgg/20204/t2020403_308397.html"
CHN,China,01-20-2020,Targeted,,,Recommend cancelling,,,,,,,https://baijiahao.baidu.com/s?id=1656255426534147201&wfr=spider&for=pc
CHN,China,01-23-2020,Targeted,,,Require cancelling,,,,,,,Different cities do so at different times. Here is Fuqing http://www.fuqing.gov.cn/xjwz/zwgk/gzdt/20201/t2020130_3190968.htm
CHN,China,01-01-2020,,,,,No restrictions,,,,,,
CHN,China,01-22-2020,Targeted,,,,Restrictions on gatherings of less than 10 people,,,,,,The Wuhan Government shall reduce mass gatherings to the greatest extent.  Source: https://web.archive.org/web/2020430215640/http://www.wuhan.gov.cn/sy/whyw/20203/t2020316_960170.shtml
CHN,China,01-23-2020,Targeted,,,,,Require closing (or prohibit most citizens from using it),,,,,https://m.sohu.com/a/368844312_459893/
CHN,China,01-23-2020,Targeted,,,,,,require not leaving house with exceptions for daily exercise/ grocery shopping/ and ‘essential’ trips,,,,"  Notes  It is not clear exactly when Wuhan started requiring people to say in their houses. Needs more research. By the start of February they were at 3, but on 23 Jan they had just closed public transport. "
CHN,China,01-23-2020,Targeted,,,,,,,Require closing (or prohibit most people from using it),,,Wuhan residents forbidden to leave https://web.archive.org/save/https://m.sohu.com/a/368844312_459893/
CHN,China,03-12-2020,Targeted,,,,,,,Recommend closing (or significantly reduce volume/route/means of transport),,,some cities resume their public transport http://www.hubei.gov.cn/zhuanti/2020/gzxxgzbd/sz/20203/t2020315_2181911.shtml
CHN,China,03-24-2020,Targeted,,,,,,,Require closing (or prohibit most people from using it),,,"""Wuhan, the Chinese city hardest hit by the novel coronavirus outbreak, will lift outbound travel restrictions from April 8 after over two months of lockdown, local authorities said March 24."" https://web.archive.org/web/2020407060527/http://english.www.gov.cn/news/topnews/20203/24/content_WS5e79a52bc6d0c201c2cbf50f.html"
CHN,China,04-26-2020,Targeted,,,,,,,Require closing (or prohibit most people from using it),,,
CHN,China,02-25-2020,,,,,,,,,Quarantine arrivals from high-risk regions,,some provinces quanratine passengers from Japan and Korean http://k.sina.com.cn/article_3039348212_b528c5f401900ql04.html
